Age,Gender,Education Level,Job Title,Years of Experience,Salary,Math exam score,Programming exam score
55.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,193964.0,61,60
29.0,Female,Master's Degree,Full Stack Engineer,4.0,104702.0,66,82
44.0,Male,PhD,Software Engineer Manager,19.0,172955.0,57,49
40.0,Female,Master's Degree,Senior Software Engineer,16.0,138032.0,74,73
27.0,Male,Bachelor's Degree,Back end Developer,4.0,82683.0,79,78
43.0,Male,Master's Degree,Full Stack Engineer,17.0,155414.0,79,86
49.0,Female,High School,Senior Project Engineer,25.0,154207.0,38,42
30.0,Male,Master's Degree,Front end Developer,8.0,107895.0,56,58
42.0,Female,Bachelor's Degree,Senior Software Engineer,18.0,148446.0,90,98
26.0,Male,Master's Degree,Full Stack Engineer,4.0,102859.0,82,77
41.0,Female,PhD,Software Engineer Manager,13.0,138662.0,67,77
46.0,Male,Bachelor's Degree,Senior Project Engineer,23.0,181699.0,81,75
57.0,Female,Master's Degree,Full Stack Engineer,33.0,188232.0,75,87
22.0,Female,High School,Back end Developer,0.0,51832.0,66,75
54.0,Male,PhD,Software Engineer Manager,28.0,188484.0,64,62
42.0,Female,Master's Degree,Senior Software Engineer,16.0,138286.0,70,79
49.0,Male,Bachelor's Degree,Full Stack Engineer,22.0,181132.0,61,59
27.0,Female,Master's Degree,Back end Developer,4.0,73938.0,53,66
36.0,Male,Bachelor's Degree,Senior Project Engineer,14.0,119224.0,49,45
31.0,Female,Master's Degree,Full Stack Engineer,6.0,101186.0,48,65
39.0,Male,Master's Degree,Software Engineer Manager,14.0,142360.0,74,75
41.0,Female,Bachelor's Degree,Senior Project Engineer,20.0,151315.0,45,58
48.0,Male,PhD,Full Stack Engineer,23.0,181021.0,43,41
39.0,Female,Master's Degree,Senior Software Engineer,15.0,134641.0,70,64
48.0,Male,Bachelor's Degree,Front end Developer,23.0,173851.0,63,69
31.0,Other,High School,Back end Developer,8.0,104127.0,48,54
47.0,Male,Master's Degree,Senior Project Engineer,25.0,178859.0,56,54
29.0,Female,PhD,Full Stack Engineer,5.0,98568.0,46,54
32.0,Male,Bachelor's Degree,Software Engineer Manager,9.0,104661.0,45,45
38.0,Female,Master's Degree,Senior Software Engineer,13.0,134858.0,55,76
34.0,Male,Bachelor's Degree,Back end Developer,10.0,94502.0,78,70
23.0,Other,High School,Front end Developer,2.0,62852.0,79,84
34.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,122485.0,36,50
25.0,Male,PhD,Software Engineer Manager,12.0,169159.0,84,88
43.0,Male,Master's Degree,Senior Software Engineer,21.0,187081.0,45,49
53.0,Other,High School,Senior Project Engineer,31.0,166109.0,83,79
27.0,Female,Master's Degree,Front end Developer,5.0,78354.0,56,66
25.0,Male,Bachelor's Degree,Back end Developer,2.0,90249.0,65,62
29.0,Female,Master's Degree,Senior Software Engineer,6.0,132720.0,65,74
52.0,Male,PhD,Software Engineer Manager,23.0,161568.0,46,55
41.0,Male,Master's Degree,Front end Developer,13.0,127346.0,72,81
49.0,Female,Bachelor's Degree,Back end Developer,19.0,120177.0,50,50
25.0,Other,High School,Full Stack Engineer,2.0,69032.0,93,94
35.0,Male,Master's Degree,Senior Project Engineer,8.0,101332.0,72,72
57.0,Female,PhD,Full Stack Engineer,30.0,121450.0,58,57
35.0,Female,Bachelor's Degree,Senior Project Engineer,12.0,166375.0,76,94
43.0,Male,Master's Degree,Senior Software Engineer,21.0,185119.0,65,56
37.0,Female,Bachelor's Degree,Full Stack Engineer,10.0,149217.0,57,62
50.0,Male,Master's Degree,Software Engineer Manager,21.0,166512.0,68,64
52.0,Female,Master's Degree,Senior Software Engineer,28.0,186963.0,54,57
26.0,Male,Bachelor's Degree,Back end Developer,3.0,75072.0,45,38
34.0,Female,Master's Degree,Full Stack Engineer,10.0,163398.0,55,58
30.0,Male,High School,Senior Project Engineer,11.0,103947.0,94,82
60.0,Female,PhD,Software Engineer Manager,33.0,179180.0,58,70
50.0,Male,Bachelor's Degree,Back end Developer,23.0,175966.0,79,80
58.0,Male,Master's Degree,Senior Software Engineer,27.0,190004.0,54,60
35.0,Female,Master's Degree,Full Stack Engineer,10.0,152039.0,76,83
28.0,Male,Master's Degree,Front end Developer,5.0,76742.0,53,54
57.0,Female,PhD,Software Engineer Manager,33.0,191790.0,72,70
46.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,139398.0,63,66
28.0,Male,High School,Back end Developer,7.0,95845.0,60,65
34.0,Male,Master's Degree,Full Stack Engineer,12.0,160976.0,63,56
33.0,Female,Master's Degree,Senior Project Engineer,9.0,126753.0,91,95
37.0,Other,Master's Degree,Full Stack Engineer,14.0,161393.0,42,48
33.0,Male,Master's Degree,Senior Software Engineer,8.0,139817.0,80,83
53.0,Male,PhD,Software Engineer Manager,25.0,181714.0,54,50
35.0,Female,Bachelor's Degree,Back end Developer,10.0,114776.0,46,58
30.0,Male,Master's Degree,Full Stack Engineer,6.0,105725.0,78,68
24.0,Female,High School,Senior Project Engineer,1.0,52731.0,56,61
36.0,Male,Master's Degree,Front end Developer,8.0,106492.0,56,43
27.0,Female,Bachelor's Degree,Full Stack Engineer,4.0,73895.0,50,56
23.0,Male,PhD,Software Engineer Manager,1.0,119836.0,83,75
28.0,Female,Master's Degree,Senior Software Engineer,5.0,99747.0,99,98
52.0,Male,Bachelor's Degree,Back end Developer,25.0,168287.0,49,50
28.0,Female,Master's Degree,Full Stack Engineer,7.0,115920.0,65,74
32.0,Male,Master's Degree,Senior Project Engineer,11.0,128078.0,57,58
24.0,Female,Bachelor's Degree,Front end Developer,1.0,51265.0,59,71
43.0,Male,High School,Senior Software Engineer,22.0,165919.0,76,71
60.0,Female,PhD,Software Engineer Manager,34.0,188651.0,67,66
24.0,Male,Master's Degree,Back end Developer,0.0,55538.0,42,37
55.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,193964.0,60,56
29.0,Female,Master's Degree,Full Stack Engineer,4.0,104702.0,75,75
44.0,Male,PhD,Software Engineer Manager,19.0,172955.0,67,62
40.0,Female,Master's Degree,Senior Software Engineer,16.0,138032.0,87,95
27.0,Male,Bachelor's Degree,Back end Developer,4.0,82683.0,46,38
43.0,Male,Master's Degree,Full Stack Engineer,17.0,155414.0,59,57
49.0,Female,High School,Senior Project Engineer,25.0,154207.0,55,58
30.0,Male,Master's Degree,Front end Developer,8.0,107895.0,63,63
42.0,Female,Bachelor's Degree,Senior Software Engineer,18.0,148446.0,50,62
26.0,Male,Master's Degree,Full Stack Engineer,4.0,102859.0,61,57
41.0,Female,PhD,Software Engineer Manager,13.0,138662.0,55,66
46.0,Male,Bachelor's Degree,Senior Project Engineer,23.0,181699.0,51,46
57.0,Female,Master's Degree,Full Stack Engineer,33.0,188232.0,64,75
22.0,Female,High School,Back end Developer,0.0,51832.0,89,89
54.0,Male,PhD,Software Engineer Manager,28.0,188484.0,45,41
42.0,Female,Master's Degree,Senior Software Engineer,16.0,138286.0,12,27
49.0,Male,Bachelor's Degree,Full Stack Engineer,22.0,181132.0,34,25
27.0,Female,Master's Degree,Back end Developer,4.0,73938.0,78,88
36.0,Male,Bachelor's Degree,Senior Project Engineer,14.0,119224.0,80,81
31.0,Female,Master's Degree,Full Stack Engineer,6.0,101186.0,75,79
39.0,Male,Master's Degree,Software Engineer Manager,14.0,142360.0,47,48
41.0,Female,Bachelor's Degree,Senior Project Engineer,20.0,151315.0,42,53
48.0,Male,PhD,Full Stack Engineer,23.0,181021.0,49,55
39.0,Female,Master's Degree,Senior Software Engineer,15.0,134641.0,44,48
48.0,Male,Bachelor's Degree,Front end Developer,23.0,173851.0,68,65
31.0,Other,High School,Back end Developer,8.0,104127.0,75,68
47.0,Male,Master's Degree,Senior Project Engineer,25.0,178859.0,43,37
29.0,Female,PhD,Full Stack Engineer,5.0,98568.0,68,80
32.0,Male,Bachelor's Degree,Software Engineer Manager,9.0,104661.0,28,39
38.0,Female,Master's Degree,Senior Software Engineer,13.0,134858.0,66,75
34.0,Male,Bachelor's Degree,Back end Developer,10.0,94502.0,69,71
23.0,Other,High School,Front end Developer,2.0,62852.0,55,45
36.0,Male,Bachelor's Degree,Front end Developer,14.0,139095.0,43,50
30.0,Female,Master's Degree,Senior Project Engineer,5.0,106278.0,54,74
28.0,Male,Master's Degree,Full Stack Engineer,4.0,90452.0,77,80
46.0,Female,PhD,Software Engineer Manager,23.0,168304.0,64,73
34.0,Male,Bachelor's Degree,Back end Developer,10.0,126593.0,66,63
44.0,Male,Master's Degree,Senior Software Engineer,19.0,152203.0,74,67
55.0,Female,PhD,Software Engineer Manager,30.0,183138.0,88,91
35.0,Male,Master's Degree,Full Stack Engineer,9.0,130275.0,67,76
54.0,Male,Bachelor's Degree,Senior Project Engineer,29.0,191915.0,58,50
23.0,Female,High School,Back end Developer,2.0,62807.0,60,63
46.0,Male,Master's Degree,Senior Software Engineer,21.0,174305.0,96,87
33.0,Female,Bachelor's Degree,Full Stack Engineer,9.0,133326.0,66,73
26.0,Male,Master's Degree,Front end Developer,4.0,75656.0,65,65
43.0,Female,PhD,Software Engineer Manager,19.0,155944.0,78,83
36.0,Male,Master's Degree,Full Stack Engineer,11.0,137775.0,60,50
23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,51831.0,71,73
49.0,Male,Master's Degree,Software Engineer Manager,22.0,182237.0,54,50
35.0,Female,Master's Degree,Full Stack Engineer,10.0,151901.0,70,86
31.0,Male,Bachelor's Degree,Back end Developer,8.0,100052.0,81,76
54.0,Other,High School,Senior Software Engineer,29.0,158254.0,52,63
43.0,Male,Master's Degree,Full Stack Engineer,20.0,167207.0,86,92
33.0,Female,Master's Degree,Senior Project Engineer,10.0,112439.0,87,91
52.0,Female,PhD,Software Engineer Manager,29.0,194214.0,71,77
28.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,84407.0,62,57
36.0,Female,Master's Degree,Senior Software Engineer,13.0,139413.0,85,84
43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,143084.0,81,72
50.0,Female,Master's Degree,Full Stack Engineer,25.0,192344.0,41,49
24.0,Male,PhD,Software Engineer Manager,1.0,106132.0,73,69
52.0,Male,Master's Degree,Senior Software Engineer,26.0,184816.0,67,70
46.0,Female,Bachelor's Degree,Back end Developer,19.0,150248.0,65,73
38.0,Male,Master's Degree,Full Stack Engineer,15.0,170995.0,80,72
29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88035.0,85,80
33.0,Female,Master's Degree,Front end Developer,10.0,119419.0,51,58
47.0,Male,PhD,Software Engineer Manager,21.0,173582.0,55,43
45.0,Female,Master's Degree,Senior Software Engineer,23.0,174436.0,68,74
28.0,Male,Bachelor's Degree,Back end Developer,4.0,71699.0,81,70
42.0,Female,Master's Degree,Full Stack Engineer,14.0,163558.0,25,33
46.0,Male,Bachelor's Degree,Senior Project Engineer,24.0,166828.0,71,74
38.0,Female,PhD,Software Engineer Manager,15.0,144496.0,54,62
54.0,Male,Master's Degree,Senior Software Engineer,31.0,193746.0,64,47
33.0,Female,Master's Degree,Full Stack Engineer,8.0,122581.0,65,66
27.0,Male,High School,Back end Developer,4.0,79767.0,52,43
50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177177.0,69,72
26.0,Male,Master's Degree,Full Stack Engineer,4.0,89843.0,68,59
31.0,Female,Master's Degree,Senior Software Engineer,6.0,113563.0,69,73
35.0,Male,Bachelor's Degree,Front end Developer,10.0,128712.0,67,70
44.0,Female,PhD,Software Engineer Manager,18.0,161621.0,63,70
32.0,Male,Master's Degree,Senior Project Engineer,8.0,121454.0,56,50
54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179987.0,83,78
26.0,Female,Master's Degree,Front end Developer,3.0,72649.0,70,71
23.0,Male,PhD,Software Engineer Manager,0.0,52612.0,87,75
48.0,Female,Master's Degree,Senior Software Engineer,24.0,184006.0,64,64
38.0,Male,Bachelor's Degree,Back end Developer,12.0,131960.0,72,68
30.0,Female,Master's Degree,Full Stack Engineer,5.0,102465.0,59,66
40.0,Male,Master's Degree,Software Engineer Manager,16.0,149748.0,95,93
45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171036.0,75,81
36.0,Male,Master's Degree,Full Stack Engineer,13.0,146351.0,61,68
52.0,Male,PhD,Software Engineer Manager,26.0,185462.0,76,68
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,107718.0,50,58
26.0,Male,Master's Degree,Full Stack Engineer,4.0,90944.0,52,50
30.0,Female,Master's Degree,Senior Project Engineer,5.0,100425.0,75,85
24.0,Male,Bachelor's Degree,Back end Developer,2.0,63901.0,60,62
45.0,Male,Master's Degree,Senior Software Engineer,22.0,181902.0,58,61
33.0,Female,Master's Degree,Full Stack Engineer,9.0,136533.0,61,66
38.0,Male,Bachelor's Degree,Front end Developer,11.0,136285.0,62,64
54.0,Female,PhD,Software Engineer Manager,31.0,191818.0,55,62
42.0,Male,Master's Degree,Full Stack Engineer,19.0,176643.0,81,74
28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,70022.0,53,54
30.0,Male,Master's Degree,Front end Developer,6.0,99363.0,45,50
43.0,Female,Master's Degree,Senior Software Engineer,19.0,152944.0,56,64
35.0,Male,Bachelor's Degree,Back end Developer,10.0,123386.0,53,50
44.0,Male,Master's Degree,Full Stack Engineer,21.0,168906.0,52,51
55.0,Female,Bachelor's Degree,Senior Project Engineer,30.0,183020.0,66,76
23.0,Male,High School,Front end Developer,1.0,47898.0,74,74
39.0,Female,Master's Degree,Senior Software Engineer,14.0,135853.0,57,75
43.0,Male,Bachelor's Degree,Full Stack Engineer,17.0,149198.0,90,76
29.0,Male,PhD,Software Engineer Manager,6.0,106662.0,62,75
51.0,Male,Master's Degree,Senior Software Engineer,28.0,186610.0,47,51
30.0,Female,Bachelor's Degree,Senior Project Engineer,6.0,89995.0,70,83
26.0,Male,Master's Degree,Full Stack Engineer,4.0,85825.0,64,68
39.0,Female,PhD,Software Engineer Manager,13.0,143814.0,33,46
49.0,Male,Master's Degree,Front end Developer,24.0,174726.0,80,64
42.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,150534.0,82,82
27.0,Male,Bachelor's Degree,Back end Developer,4.0,68732.0,63,68
43.0,Male,Master's Degree,Full Stack Engineer,21.0,187951.0,50,46
37.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,137336.0,3,15
51.0,Male,PhD,Software Engineer Manager,26.0,191159.0,75,80
29.0,Female,Master's Degree,Full Stack Engineer,5.0,102868.0,68,69
43.0,Male,Bachelor's Degree,Senior Software Engineer,20.0,154281.0,75,62
31.0,Male,Master's Degree,Back end Developer,8.0,111535.0,60,53
30.0,Female,Master's Degree,Senior Project Engineer,6.0,107906.0,58,58
36.0,Male,Bachelor's Degree,Full Stack Engineer,13.0,143885.0,57,65
52.0,Female,PhD,Software Engineer Manager,27.0,180958.0,60,69
28.0,Male,Master's Degree,Senior Software Engineer,6.0,108607.0,52,51
49.0,Male,Bachelor's Degree,Back end Developer,24.0,178284.0,65,71
27.0,Female,Master's Degree,Front end Developer,4.0,75969.0,42,54
41.0,Male,Master's Degree,Senior Project Engineer,15.0,143705.0,56,44
56.0,Female,PhD,Software Engineer Manager,31.0,197354.0,59,71
46.0,Male,Bachelor's Degree,Senior Software Engineer,22.0,174324.0,69,76
32.0,Female,Master's Degree,Full Stack Engineer,8.0,123781.0,41,49
38.0,Male,PhD,Software Engineer Manager,12.0,141735.0,81,64
52.0,Male,Master's Degree,Senior Project Engineer,28.0,187120.0,80,77
24.0,Female,Bachelor's Degree,Back end Developer,1.0,61095.0,62,69
49.0,Male,Master's Degree,Full Stack Engineer,22.0,179045.0,77,79
35.0,Female,Master's Degree,Senior Software Engineer,10.0,130355.0,63,66
31.0,Male,Bachelor's Degree,Front end Developer,7.0,103282.0,38,34
44.0,Female,PhD,Software Engineer Manager,18.0,157872.0,50,48
33.0,Male,Master's Degree,Senior Project Engineer,10.0,117314.0,62,57
54.0,Male,Bachelor's Degree,Senior Software Engineer,30.0,186321.0,83,80
33.0,Female,Master's Degree,Full Stack Engineer,11.0,129686.0,70,80
27.0,Male,High School,Back end Developer,3.0,68611.0,80,75
51.0,Female,Master's Degree,Senior Project Engineer,25.0,177913.0,75,83
26.0,Male,Master's Degree,Full Stack Engineer,3.0,68472.0,67,73
31.0,Female,Master's Degree,Senior Software Engineer,6.0,113065.0,68,70
35.0,Male,Bachelor's Degree,Front end Developer,9.0,125091.0,62,56
45.0,Female,PhD,Software Engineer Manager,23.0,172925.0,57,69
32.0,Male,Master's Degree,Senior Project Engineer,9.0,126916.0,83,73
54.0,Male,Bachelor's Degree,Full Stack Engineer,27.0,183417.0,85,75
26.0,Female,Master's Degree,Front end Developer,4.0,76898.0,70,77
23.0,Male,PhD,Software Engineer Manager,1.0,579.0,57,58
26.0,Female,Bachelor's Degree,Software Engineer,2.0,65000.0,64,70
33.0,Male,Master's Degree,Data Analyst,8.0,120000.0,70,65
29.0,Female,Bachelor's Degree,Product Manager,4.0,90000.0,78,89
41.0,Male,PhD,Data Scientist,15.0,190000.0,73,65
35.0,Female,Master's Degree,Software Engineer,9.0,140000.0,64,69
28.0,Male,Bachelor's Degree,Software Developer,3.0,75000.0,47,44
37.0,Female,Master's Degree,Data Scientist,11.0,160000.0,59,61
33.0,Male,Bachelor's Degree,Product Manager,8.0,130000.0,88,78
24.0,Female,Master's Degree,Software Engineer,2.0,60000.0,66,61
46.0,Male,PhD,Director of Data Science,20.0,220000.0,81,84
29.0,Female,Bachelor's Degree,Software Developer,5.0,80000.0,84,84
31.0,Male,Master's Degree,Data Scientist,7.0,130000.0,76,75
27.0,Female,Bachelor's Degree,Software Engineer,3.0,65000.0,58,70
38.0,Male,PhD,Senior Data Scientist,13.0,170000.0,63,66
30.0,Female,Master's Degree,Product Manager,6.0,110000.0,84,100
25.0,Male,Bachelor's Degree,Front End Developer,2.0,50000.0,55,53
44.0,Male,PhD,Director of Data Science,18.0,210000.0,79,80
33.0,Female,Master's Degree,Data Analyst,8.0,100000.0,52,67
22.0,Male,Bachelor's Degree,Software Engineer,1.0,50000.0,67,66
36.0,Male,Master's Degree,Product Manager,10.0,160000.0,62,45
28.0,Female,Bachelor's Degree,Software Engineer,4.0,70000.0,68,71
41.0,Male,PhD,Senior Data Scientist,16.0,190000.0,73,71
34.0,Female,Master's Degree,Data Scientist,9.0,140000.0,77,96
23.0,Male,Bachelor's Degree,Software Developer,1.0,45000.0,82,72
32.0,Female,Master's Degree,Product Manager,7.0,120000.0,50,53
25.0,Male,Master's Degree,Software Engineer,2.0,60000.0,85,76
37.0,Female,Bachelor's Degree,Data Analyst,11.0,150000.0,96,97
28.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,68,55
41.0,Female,PhD,Director of Data Science,16.0,200000.0,75,79
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,54,51
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,76,77
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,79,75
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,53,59
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,52,54
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,76,76
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,74,78
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,60,64
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,78,87
48.0,Male,PhD,Director of Data Science,18.0,210000.0,72,68
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,57,43
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,85,89
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,68,62
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,85,83
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,55,43
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,85,75
41.0,Female,PhD,Director of Data Science,16.0,200000.0,52,51
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,80,74
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,76,85
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,72,59
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,59,64
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,50,45
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,47,49
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,76,81
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,77,68
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,59,62
48.0,Male,PhD,Director of Data Science,18.0,210000.0,90,87
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,88,76
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,44,56
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,81,76
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,26,33
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,75,67
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,82,68
41.0,Female,PhD,Director of Data Science,16.0,200000.0,66,76
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,64,58
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,56,66
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,75,80
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,70,83
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,68,58
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,45,47
